question_id,question,reference_answer,model_response,generation_time,response_tokens,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bleu,bert_score,word_f1,faithfulness,candidate_tokens,reference_tokens
1519,Quand commence à courir le délai de préavis dans un bail de 9 ans en Wallonie ?,"Le point de départ du préavis varie en fonction de la situation. 1. Le délai de préavis prend cours dès sa réception lorsque le préavis doit être donné à un moment précis : la fin du bail ou la fin d'un triennat. Donc, dans les cas suivant : par le propriétaire pour cause de travaux ; par le propriétaire, sans motif ; par le locataire à la fin du bail. 2. Le délai de préavis commence à courir le premier jour du mois qui suit le mois pendant lequel le préavis a été donné lorsqu'il peut être donné à tout moment. Donc, dans les cas suivant : par le locataire en cours de bail ; par le propriétaire pour occupation personnelle. Dans ce cas, le bail prend toujours fin au terme d'un mois ""calendrier"" (c'est-à-dire le dernier jour du mois, soit le 31 janvier, le 28/29 février, le 31 mars, etc). Le ""jour où le préavis est donné"" est en principe le jour où l'autre partie a reçu le courrier. Certains considèrent cependant que ""le jour où le préavis est donné"" est le jour de l'envoi. Par sécurité, envoyez votre préavis plusieurs jours à l'avance. Imaginons que : vous voulez quitter votre logement le 30 juin 2019 ; vous pouvez partir à tout moment ; et vous devez envoyer un préavis 3 mois. Quand devez-vous envoyer votre préavis pour partir ? Vous devez envoyer un préavis de 3 mois à l'avance donc dans le courant du mois de mars 2019. Le congé débutera le premier jour du mois qui suit (1er avril 2019). Si on retient la date de la réception du congé par le destinataire, votre propriétaire doit avoir reçu votre lettre de préavis au plus tard le 31 mars. Envoyez votre courrier recommandé plusieurs jours ouvrables (jour ouvrable) avant la fin du mois de mars. Vous pouvez aussi envoyer votre préavis plus longtemps à l'avance (en février 2019 par exemple) tout en précisant quel est le point de départ du délai de préavis (1er avril 2019). Quand vous pouvez partir à tout moment, le préavis envoyé n'est pas nul s'il prévoit une mauvaise date de départ du préavis. Ses effets sont reportés à la date exacte. Dans l'exemple, si vous envoyez votre préavis le 3 avril 2019 en indiquant dans votre courrier que le délai de préavis commence le 1er avril pour se terminer le 30 juin 2019, ce n'est pas exact. Le point de départ du préavis est reporté au 1er mai 2019 (premier jour du mois qui suit le mois de l'envoi du congé) et il se termine le 31 juillet 2019. Attention, pour être valable, le préavis ne peut pas être envoyé n'importe comment. Voyez la question ""Comment envoyer mon préavis au propriétaire (Wallonie) ?"". En pratique, utilisez un courrier recommandé avec accusé de réception. Ce courrier recommandé permet de prouver la date de l'envoi et de la réception du préavis.","assistant
# Answer: Le préavis commence à courir le 1er jour du mois qui suit le mois pendant lequel le bail a été conclu. En principe, le préavis commence à courir le 1er jour du mois qui suit le mois pendant lequel le bail a été conclu. En cas de rupture du bail, le délai de préavis commence à courir le 1er jour du mois qui suit le mois pendant lequel le preuve de rupture a été envoyé. Par exemple, si le preuve de rupture est envoyé le 1er janvier 2021, le délai de préavis commence à courir le 1er janvier 2021. Le 1er janvier 2021 est considéré comme le mois pendant lequel le bail a été conclu. Si le preuve de rupture est envoyé le 1er janvier 2021, le 1er janvier 2022 est considéré comme le mois pendant lequel le bail a été suspendu. Le délai de préavis commence à courir le 1er janvier 2022.",3.960109233856201,240,0.61875,0.17967332123411978,0.27848101265822783,0.20125786163522014,0.05818181818181818,0.09026798307475317,0.40625,0.11796733212341198,0.1828410689170183,0.01818383919072276,0.1905202567577362,0.2252252252252252,1.0,240,753
1528,Quand le juge de paix peut-il mettre fin au bail en Wallonie ?,"Chaque partie peut demander au juge de mettre fin au bail, à tout moment, si l'autre partie ne respecte pas ses obligations. La rupture du bail par le juge de paix s'appelle la ""résolution"" du bail. Pour l'obtenir, il faut que l'autre partie ne respecte pas une de ses obligations principales, par exemple : pour le locataire : s'il ne paye pas ses loyers ou ne fait pas les entretiens et petits travaux qui sont à sa charge pour le propriétaire : s'il ne fait pas les gros travaux ou ne laisse pas le locataire jouir paisiblement de son logement (en gardant une clé et en entrant dans les lieux sans autorisation par exemple) Lorsque l'on demande au juge la résolution du bail aux torts de l'autre partie, on peut également demander une indemnité de rupture (équivalente à 3 mois de loyers généralement). Si nécessaire, il faut aussi demander une date pour l'état des lieux de sortie, la récupération de la garantie locative, etc. Le propriétaire peut demander l'expulsion. Pour plus d'informations à ce sujet, voyez la rubrique ""Expulsion"". Il peut aussi demander une indemnité de relocation. Dans ce cas, le locataire doit continuer à payer le loyer pendant le temps nécessaire à la relocation du logement. Concrètement, il faut déposer une requête au greffe de la justice de paix du lieu où se trouve le logement. Les greffes proposent généralement des modèles de requête à compléter. Renseignez-vous auprès de la justice de paix compétente. Pour trouver les coordonnées, consultez le site de la compétence territoriale. Vous devez déposer, avec la requête, un certificat de résidence de votre propriétaire/locataire.","assistant
# Answer: Le juge de paix peut, dans tous les cas, mettre fin au bail à la demande du preneur. Il peut aussi le faire sans préjudice des dommages et intérêts que le propriétaire perçoit. Le juge peut aussi prononcer un congé pour le preneur de récupérer son appartement. Attention, le juge ne peut pas mettre fin au bail sans préjudice des dommages et intérêts du propriétaire. Il doit respecter la règle de précaution.",1.9393196105957031,117,0.6046511627906976,0.16883116883116883,0.2639593908629442,0.1411764705882353,0.03908794788273615,0.06122448979591836,0.313953488372093,0.08766233766233766,0.1370558375634518,0.009229084770790388,0.18287083506584167,0.31088082901554404,0.8,117,415
283,Dans quels cas l'ONEM refuse-t-il mon activité bénévole ?,"Avant d’aller plus loin Seuls les ex-travailleurs salariés ont droit au chômage.Les travailleurs indépendants n’y ont pas droit, sauf s’ils ont été travailleurs salariés avant d’être indépendants, à certaines conditions.Les fonctionnaires ont un régime propre, à part. Renseignez-vous auprès du service du personnel.Cette fiche ne contient que des informations générales. Pour plus d'informations, adressez-vous:à l’Office national de l’emploi (ONEM);ou à votre organisme de paiement (syndicat ou CAPAC – Caisse auxiliaire de paiement des allocations de chômage). L’ONEM peut refuser l’exercice de l’activité bénévole, notamment si cette activité : diminue sensiblement votre disponibilité sur le marché de l’emploi ; ne remplit pas les conditions pour être considérée comme une activité bénévole (voyez la fiche ""Quelles sont les activités bénévoles autorisées pour les chômeurs?""); ne présente pas (ou ne présente plus) les caractéristiques d'une activité qui est effectuée habituellement par des bénévoles. Exemples d'activités refusées: le bénévolat humanitaire; une activité exercée dans un commerce; l'accompagnement des enfants victimes d’abus sexuels, car cette activité doit être faite par des organisations agréées et d’une façon professionnelle; tenir une cafétéria pour une grande organisation ouverte à toutes les heures, dans un centre sportif, ou une piscine, ou un grand club de football, etc.; le transport payant (au prix du marché) de malades par ambulance, ou de personnes en voiture ou en bus; le travail de moniteur dans un club de football à raison de 4 jours par semaine, car cela ressemble à une activité professionnelle plutôt qu'à une activité bénévole. Si l'ONEM refuse, et si vous n'êtes pas d'accord, vous pouvez introduire un recours devant le tribunal du travail.","assistant
# Answer: Avant d’aller plus loin Seuls les dépendances sont précisées par le Roi. Pour les autres éléments, vous pouvez vous référer à votre organisme de sécurité sociale (INAMI, ADAMI, CAPAC, etc.). Si vous ne remplissez pas la condition d’exercer une activité bénévole avec maintien des allocations, l’ONEM peut vous interdire de faire ce que vous aimez et vous interdire de travailler. Il peut aussi vous interdire de travailler dans les conditions pour recevoir des allocations de chômage. Pour plus d'informations, voyez la rubrique ""L'ONEM peut-elle interdire mes activités de chômeur ?"". Attention, l’ONEM n’est pas obligé d’interdire l’activité de chômeur. Il peut le faire si il estime qu’il est une activité de chômeur inadmissible. Par exemple, il peut interdire l’activité d’entretien de la maison, pour les raisons suivantes : le chômeur n'a pas de préférence pour travailler ou n'a pas de capacités de travailler ; l’activité n'est pas nécessaire pour le chômeur ; le chômeur a effectué l’activité sans une rémunération ou pour une rémunération inférieure à un montant fixé. L’ONEM peut aussi interdire l’activité d’entretien de la maison, si elle est interdite pour des raisons de sécurité du chômeur ou pour des raisons de sécurité du pays. Pour plus d'informations, voyez le site de l'ONEM.",6.237682580947876,358,0.4980237154150198,0.3772455089820359,0.4293015332197615,0.11507936507936507,0.08708708708708708,0.09914529914529914,0.22134387351778656,0.16766467065868262,0.1908006814310051,0.08637354968835223,0.17238804697990417,0.3546099290780142,0.9090909090909091,358,465
685,Je reçois les confidences en tant que professionnel. Puis-je tout dire à mes collègues si nous travaillons en réseau ou en équipe pluridisciplinaire (secret professionnel partagé) ?,"Il faut être très prudent. De plus en plus de personnes travaillent en équipe et échangent beaucoup d’informations à propos des personnes qui les consultent et de leurs dossiers. On entend souvent parler du secret professionnel partagé, qui autoriserait cet échange d’informations. Mais attention, le secret professionnel partagé n’est pas prévu dans la loi ! Aucune loi n’autorise expressément le partage d’informations couvertes par le secret professionnel avec ses collègues. Or, les exceptions au secret professionnel doivent être prévues par une loi. Mais plusieurs codes de déontologie de professions du secteur médico-psycho-social cadrent le partage d’informations. Ces références peuvent être utiles, mais un code de déontologie ne peut pas être contraire à la loi. Il faut respecter au minimum les conditions suivantes : informer le bénéficiaire de la possibilité de la levée partielle du secret dans le cadre du travail en équipe ; obtenir l’accord du bénéficiaire ; partager le secret uniquement entre personnes elles-mêmes tenues au secret professionnel ; partager le secret uniquement entre personnes travaillant dans le cadre d’une même mission ; veiller à ce que la levée du secret ait une utilité, autrement dit qu’elle se fasse dans l’intérêt du bénéficiaire et que l’échange soit limité au strictement utile. Quelques pistes pour vous permettre de respecter ce cadre. Préservez l'anonymat quand c'est possible (il n'est pas toujours nécessaire de connaître l'identité de la personne pour éclairer un collègue sur l'aide à lui apporter). Limitez-vous aux informations objectives et factuelles. Par exemple, l'assistant social de CPAS qui présente un dossier au Conseil de l'action sociale peut se limiter aux informations qui permettent au conseil de prendre sa décision et de vérifier que les conditions sont remplies. Pas besoin de partager au conseil des éléments de ressentis, ni de détails subjectifs, ni des confidences reçues qui ne sont pas pertinentes pour la décision du conseil. Replacez toujours la personne au centre de vos préoccupations. Passez par elle si c'est possible. Rappelez-vous que l'important est de préserver la confiance qu'elle a en vous. Imaginez ce que la personne ressentirait si elle vous entendait ou vous lisait: se sentirait-elle respectée, ou au contraire jugée, dénigrée, rabaissée? Réfléchissez en équipe, aux meilleures façons de mettre en œuvre ces principes. Attention : travailler avec des personnes tenues au secret professionnel ne vous permet pas de tout partager avec elles. Pour plus d'informations, voyez le site du Comité de vigilance en travail social, ou le site de la Fédération Wallonie-Bruxelles.","assistant
# Answer: Oui, mais non dans tous les cas. C’est-à-dire que vous pouvez utiliser vos confidences en tant que professionnel, mais seulement si : vous avez un rôle ou une mission qui nécessite que vous les prouvez, par exemple : vous vous présentez à des entretiens de santé, à des entretiens de formation ou de carrière ; vous serez à charge de déterminer le résultat d’une enquête (ou d’un examen) en cas de maladie ; vous serez à charge d’évaluer les études d’invalidité ; vous serez à charge d’interdire un empêchement à la circulation sans autorisation, en cas de maladie ; vous serez à charge de prévenir une maladie à un parent ou une tante, en cas de maladie de mineur ; vous serez à charge de prévoir les conséquences de la maladie sur les enfants ou les personnes de votre ménage, en cas de maladie ; vous serez à charge de prévoir les conséquences de la maladie sur la famille ou la communauté, en cas de maladie ; vous serez à charge de prévoir les conséquences de la maladie sur les personnes qui vont vivre avec vous, en cas de maladie ; vous serez à charge de prévoir les conséquences de la maladie sur les personnes qui vont vivre avec vous, en cas de maladie, si vous êtes en état d’accouchement ; vous serez à charge de prévoir les conséquences de la maladie sur les personnes qui vont vivre avec vous, en cas de maladie, si vous êtes en détresse. Si vous vous trouvez dans cette situation, vous pouvez prouver votre rôle par : la preuve d’une autorisation légale ou d'une autorisation administrative pour le travail ou la mission que vous effectuez ; la preuve de l’état d’ordre de besoin qui vous justifie l’état de circonstance ; la preuve de la nécessité de vous aider. Si vous n’avez pas de moyen de prouver votre rôle, vous pourrez être condamné à une peine d'emprisonnement de 1 an à 3 ans.",7.781903028488159,490,0.375366568914956,0.2639175257731959,0.30992736077481836,0.029411764705882353,0.02066115702479339,0.024271844660194174,0.16129032258064516,0.1134020618556701,0.13317191283292978,0.008341056420077427,0.1397353708744049,0.229607250755287,1.0,490,645
739,Je suis convoqué en justice. Faut-il toujours fixer un calendrier d'échange de conclusions ?,"Non. 1) Certaines affaires peuvent être réglées lors de la première audience. Il s'agit de la procédure en débats succincts. Pour plus d'informations, voyez la question ""Le juge tranche-t-il le conflit dès la première audience ?"". Dans ce cas, il n'est pas nécessaire de faire un calendrier de conclusions. 2) Même si l'affaire n'est pas réglée dès la première audience, il est possible d'éviter un calendrier d'échange de conclusions. Si les parties ne veulent pas établir un calendrier d'échange des conclusions, elles peuvent décider de renvoyer l'affaire au rôle. Pour cela, elles doivent être d'accord, et elles doivent le demander au juge lors de la première audience. Le renvoi au rôle peut intervenir dans les circonstances suivantes : les parties recherchent toujours un accord mais ont besoin de plus de temps y arriver; la procédure est devenue sans objet, parce qu’une solution est intervenue; personne ne souhaite mettre tout de suite l'affaire en état; personne ne souhaite être contraint par un calendrier; etc. Si, par la suite, les parties souhaitent faire revenir l'affaire devant le juge, elles adressent un courrier au greffe pour demander de refixer l'affaire à une date rapprochée.","assistant
# Answer: Non. En principe, les conclusions ne doivent pas être fixées dans la procédure. En principe, les parties doivent encore avoir des débats. C'est-à-dire qu'elles doivent avoir un entretien. Par contre, les conclusions doivent être remises au juge de la famille, qui vérifie si les parties ont encore des débats. Si les parties ont encore des débats, la procédure est convertie en procédure en débats. Cette procédure est unique. Pour plus d'informations, voyez notre fiche ""A quelles conditions peut-on faire une procédure en débats ?"".",2.4657351970672607,147,0.5196078431372549,0.22844827586206898,0.31736526946107785,0.12871287128712872,0.05627705627705628,0.0783132530120482,0.27450980392156865,0.1206896551724138,0.16766467065868265,0.0387323093821646,0.26435142755508423,0.35087719298245607,0.5555555555555556,147,304
902,"Je suis travailleur salarié(e). Mon enfant est mort-né, ai-je droit au congé de maternité (salariée) ?","Oui, si votre grossesse a duré au moins 180 jours à partir de la conception. Peu importe que vous soyez : travailleuse salariée ; ou chômeuse ; ou travailleuse indépendante. Si vous accouchez avant 180 jours de grossesse, vous n'avez pas droit au congé de maternité. Mais vous pouvez être en incapacité de travail, si vous remplissez les conditions.","assistant
# Answer: Oui, mais pas dans les conditions suivantes. Vous devez être à temps partiel. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous ne devez pas être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue. Vous devez être à temps partiel de votre travail pendant la période de repos postnatal pendant au moins 2 semaines, soit 6 semaines si la naissance multiple est prévue",8.35685420036316,511,0.0639386189258312,0.4098360655737705,0.11061946902654868,0.005128205128205128,0.03333333333333333,0.008888888888888889,0.05370843989769821,0.3442622950819672,0.0929203539823009,0.0024098763446217223,-0.07630713284015656,0.38095238095238093,0.9333333333333333,511,100
465,Je demande le regroupement familial. Je rejoins un étranger autorisé au séjour en Belgique. Je suis dans mon pays d’origine. Comment introduire ma demande de regroupement familial avec un étranger (hors UE) autorisé au séjour en Belgique ?,"Vous devez introduire une demande de visa D auprès de l'ambassade ou du consulat belge compétent à l'étranger. L’ambassade ou le consulat transmet votre demande à l’Office des étrangers (l’OE). L’OE a 9 mois pour prendre une décision mais il peut, à deux reprises, reporter la décision de 3 mois, par exemple si une enquête sur un « mariage blanc » est menée. Vous pouvez suivre le traitement de votre demande sur le site de l’OE : « Où en est ma demande de visa ? » Si le l’OE approuve votre demande, vous recevez un visa D avec lequel vous pourrez vous rendre en Belgique. Une fois en Belgique, vous recevez une carte A auprès de l’administration communale. Cette carte est valable pour 1 an. Après 1 an, l’OE va vérifier si vous remplissez toujours toutes les conditions du regroupement familial, par exemple si votre conjoint dispose toujours de revenus suffisants et stables. Si la prolongation est approuvée, vous recevez une nouvelle carte A valable pour 1 an. Après 5 ans (donc après 4 prolongations), vous pouvez demander une carte de séjour illimité. Si l’OE prend une décision de refus de votre demande, vous pouvez introduire un recours devant le Conseil du contentieux des étrangers (CCE). Le délai est généralement de 30 jours. Vous devez faire appel à un avocat pour cette procédure. Vous trouverez la liste des avocats spécialisés en droit des étrangers sur le site de avocats.be.","assistant
# Answer: Avant d’aller plus loin La répartition du temps entre vos soins médicaux, vos études et vos activités vous est plus facilement évaluée si vous déclarez vous à être reconnu comme demandeur d’asile. Vous devez prouver qu’ils vous sont en danger de l’ordre public ou de l’intégrité nationale (par exemple, vous êtes impliqué dans un affaire criminelle, envers vous l'administration s'y oppose, etc.). Vous devez également prouver que vous êtes en danger de l’ordre public ou de l’intégrité nationale dans votre pays d’origine (par exemple, vous êtes impliqué dans un conflit démocratique, envers vous l'administration s’y oppose, etc.). Vous devez également prouver qu’ils vous leur donneront un visa de séjour (par exemple, vous avez été déclaré à être réfugié ou à être bénéficiant de la protection subsidiaire, vous avez été déclaré à être mineur, etc.). Vous devez prouver que vous résidez en Belgique (par exemple, vous êtes inscrit au registre des étrangers ou vous remplissez les conditions pour entrer en Belgique). Vous devez vous présenter devant l’administration communale de votre lieu de résidence. Vous devez vous présenter devant un juge de paix. Vous devez vous présenter devant un juge de paix de votre pays d’origine. Pour plus d’informations, voyez le site de l’Office des étrangers.",8.072935581207275,342,0.35294117647058826,0.3111111111111111,0.33070866141732286,0.09282700421940929,0.08178438661710037,0.08695652173913043,0.18487394957983194,0.16296296296296298,0.17322834645669294,0.06724540849229212,0.13846582174301147,0.30000000000000004,0.8888888888888888,342,369
1306,Mon propriétaire peut-il refuser que je crée la garantie locative sous forme de garantie bancaire en Wallonie ?,"Non. Dans un bail de résidence principale, vous avez le choix entre le versement d'une somme d'argent sur un compte individualisé à votre nom ou une garantie bancaire. Le propriétaire ne peut donc, théoriquement, rien exiger. Toutefois, un contrat de bail n'est pas conclu si vous ne vous êtes pas mis d'accord sur tout. Les propriétaires se permettent souvent d'imposer des contrats ""tout faits"", à prendre ou à laisser. Ce contrat prévoit parfois que ""le locataire opte pour tel type de garantie"". Si le type de garantie ne vous convient pas, vous pouvez essayer de négocier pour modifier cette clause. Si, par contre, vous avez signé ce contrat, vous devez respecter la forme de garantie prévue dans le contrat de bail.","assistant
# Answer: Oui, mais uniquement si votre propriétaire donne votre garantie bancaire sous forme de garantie locative. Si vous n'avez pas de garantie locative, votre propriétaire peut refuser de vous accorder une garantie bancaire. Dans ce cas, vous devez faire votre déclaration auprès de l’Institut National de Crédit de la Banque. Si votre propriétaire n’a pas d’acte de versement de loyer et que vous ne vous faites pas déclarer la création de la garantie, vous êtes en possession de la garantie locative. Vous avez donc droit au paiement de l’intérêt au moment de la remise de la garantie. Si vous n’avez pas d’acte de versement de loyer et que vous avez demandé à votre propriétaire de vous accorder une garantie bancaire, vous avez droit à la garantie pour 3 mois de loyer. Vous devez donc demander à votre propriétaire de vous accorder une garantie locative et de vous envoyer un acte de versement de loyer. Vous pouvez demander à votre propriétaire de vous accorder une garantie bancaire à la Banque du Crédit social (BCS). Si vous n’avez pas de garantie locative et si votre propriétaire ne vous accorde pas une garantie, vous avez droit à une garantie locative pour 3 mois de loyer. Vous devez donc demander à votre propriétaire de vous accorder une garantie locative et de vous envoyer un acte de versement de loyer. Vous pouvez demander à votre propriétaire de vous accorder une garantie bancaire à la Banque de la Société de Crédit de la Région Wallonie. Si vous n’avez pas de garantie locative et si votre propriétaire ne vous accorde pas une garantie, vous avez droit à une garantie locative pour 3 mois de loyer. Vous devez donc demander à votre propriétaire de vous accorder une garantie locative et de vous envoyer un acte de versement de loyer.",7.93468976020813,449,0.18944099378881987,0.4552238805970149,0.2675438596491228,0.056074766355140186,0.13533834586466165,0.07929515418502202,0.12111801242236025,0.291044776119403,0.1710526315789474,0.029031089022121818,0.18206825852394104,0.29447852760736193,1.0,449,184
909,Je suis travailleur salarié(e). Quand dois-je reprendre le travail après mon congé de maternité et quelles démarches dois-je faire ?,"A la fin de votre congé de maternité, vous devez en principe reprendre le travail. La date de la reprise du travail est calculée par la mutuelle, sur base de l’attestation de naissance que vous lui avez envoyée. La mutuelle vous communique cette date, et vous devez la communiquer à votre employeur. Quand vous reprenez le travail, vous devez : faire compléter par votre employeur l’attestation de reprise du travail (ou carte d’avis de reprise du travail), qui vous a été remise par la mutuelle ; renvoyer ce document complété et signé par votre employeur à la mutuelle. Votre employeur peut aussi le faire de manière électronique. Si vous avez été écartée pendant votre grossesse, en raison du risque pour votre santé ou pour celle de votre bébé, le médecin du travail effectue un examen de reprise pour vérifier votre aptitude au poste de travail ou à l'activité que vous occupiez antérieurement. Cet examen a lieu au plus tôt le jour de la reprise du travail ou du service, et au plus tard dans les 10 jours ouvrables. Si vous ne pouvez pas reprendre le travail après votre congé de maternité, vous êtes en incapacité de travail. Vous devez communiquer un certificat médical à votre employeur et à votre mutuelle pour recevoir: votre salaire garanti pendant les 30 premiers jours en principe ; puis des indemnités de la mutuelle si votre incapacité se prolonge. Pour plus d’information, voyez : notre rubrique ""Incapacité de travail"" ; le site de l'INAMI.","assistant
# Answer: Cette fiche a été mise à jour il y a plus d'un an. 1. Le congé de maternité n'est pas obligatoire. Les employeurs peuvent vous demander de reprendre le travail pendant la période de congé de maternité. Si vous n’êtes pas satisfait à votre responsabilité, vous pouvez être licencié. Si vous n'êtes pas satisfait à votre responsabilité, vous pouvez être reprimé. Vous pouvez demander à votre employeur de vous reprendre le travail pendant la période de congé de maternité, mais cela peut être refusé. Si vous n'êtes pas satisfait à votre responsabilité, vous pouvez être reprimé. Vous pouvez demander à votre employeur de vous reprendre le travail pendant la période de congé de maternité, mais cela peut être refusé. Attention, vous devez avoir informé votre employeur de votre état avant de vous demander de reprendre le travail. 2. Vous devez informer votre employeur de votre état pendant la période de congé de maternité. Si vous n'êtes pas satisfait à votre responsabilité, vous pouvez être licencié. Si vous n'êtes pas satisfait à votre responsabilité, vous pouvez être reprimé. Vous devez vous rendre à l'Office des étrangers pour introduire une demande de congé de maternité. Si vous n'êtes pas satisfait à votre responsabilité, vous pouvez être reprimé. Vous devez vous rendre à l'Office des étrangers pour introduire une demande de congé de maternité. Pour plus d’informations, voyez le site de l’INAMI.",5.926037549972534,367,0.4322033898305085,0.379182156133829,0.40396039603960393,0.12340425531914893,0.10820895522388059,0.11530815109343936,0.2627118644067797,0.23048327137546468,0.24554455445544554,0.06797848867554979,0.1723061352968216,0.29441624365482233,0.5,367,372
1052,J’ai une incapacité de travail permanente suite à mon accident de travail. Vais-je être indemnisé ?,"Avant d’aller plus loin Les règles pour les accidents du travail sont très complexes. Cette fiche ne les explique pas toutes en détail.Cette fiche ne concerne que les travailleurs du secteur privé (pas le secteur public).Pour plus de renseignements sur mes accidents du travail, vous pouvez contacter les services suivants :Le conseiller en prévention du service interne et/ou externe de prévention et de protection de votre entreprise.La Direction régionale du contrôle du bien-être au travail compétente pour votre employeur.La Direction générale Humanisation du travail : vous pouvez la contacter par écrit pour toute question sur l’interprétation de la réglementation en matière d’accidents du travail.L'Agence fédérale des risques professionnels (Fedris), qui remplace le Fonds des accidents du travail depuis le 1er janvier 2017. Oui si l’assureur de votre employeur reconnait votre accident comme étant un accident de travail. Pendant le délai de révision, vous recevez une allocation annuelle. Le délai de révision est la période pendant laquelle votre incapacité de travail permanente peut être réévaluée. Le délai de révision est de 3 ans à partir : du moment où Fedris valide l’accord entre vous et l’assureur de votre employeur concernant votre accident de travail, c’est l’entérinement ; du moment où le jugement rendu par le tribunal du travail devient définitif, cela veut dire que vous ne pouvez plus contester le jugement ; de la décision de la Cour du travail. Après le délai de révision, vous recevez une rente viagère, c’est-à-dire que vous allez recevoir chaque trimestre une somme d’argent à vie. Le montant de votre allocation et votre rente dépend de : votre taux d'incapacité de travail permanente ; la rémunération que vous avez gagnée pendant l'année qui précède votre accident. Pour plus d’informations, voyez le site de l’Agence fédéral des risques professionnels (Fedris).","assistant
# Answer: Votre incapacité de travail temporaire est établie par votre employeur. Vous pouvez demander une indemnité de remplacement de votre travail à la mutuelle. Si vous avez une incapacité temporaire de travail, vous avez droit à une indemnité de remplacement de votre travail pendant 100 % de votre temps de travail. Si vous avez une incapacité permanente de travail, vous avez droit à une indemnité de remplacement de votre travail pendant 100 % de votre temps de travail. Cette indemnité de remplacement de votre travail est déterminée par la mutuelle. Elle est calculée sur base de votre rémunération de base et de votre degré d’incapacité. Elle est d’ordre de 100 % de votre rémunération de base. Si vous êtes indemnisé, vous devez payer une indemnité de remplacement de votre travail. Vous ne devez pas payer une indemnité de remplacement de votre travail si vous avez des dégâts réels. Si vous êtes indemnisé, vous devez payer une indemnité de remplacement de votre travail qui correspond à votre rémunération de base. Pour plus d'informations, voyez notre fiche ""Qu’est-ce que je dois payer si je suis indemnisé ?"".",6.005080699920654,279,0.5230769230769231,0.2857142857142857,0.3695652173913043,0.12886597938144329,0.0702247191011236,0.09090909090909091,0.29743589743589743,0.16246498599439776,0.21014492753623187,0.014713165131621807,0.10007311403751373,0.2719298245614035,0.9166666666666666,279,468
